state_name,district_name,disability_type,age_group (Years),Male_count,female_count,total
Uttar Pradesh,Jaunpur,Leprosy Cured,60-80 Years,24,6,30
Uttar Pradesh,Jaunpur,Leprosy Cured,80 Year and above,1,0,1
Chhattisgarh,Jashpur,Leprosy Cured,15-35 Years,0,1,1
Chhattisgarh,Jashpur,Leprosy Cured,35-60 Years,4,0,4
Chhattisgarh,Jashpur,Leprosy Cured,60-80 Years,2,1,3
Chhattisgarh,Janjgir-Champa,Leprosy Cured,6-15 Years,1,2,3
Chhattisgarh,Janjgir-Champa,Leprosy Cured,15-35 Years,11,5,16
Chhattisgarh,Janjgir-Champa,Leprosy Cured,35-60 Years,47,39,86
Chhattisgarh,Janjgir-Champa,Leprosy Cured,60-80 Years,47,70,117
Chhattisgarh,Janjgir-Champa,Leprosy Cured,80 Year and above,10,18,28
Bihar,Jamui,Leprosy Cured,6-15 Years,0,1,1
Bihar,Jamui,Leprosy Cured,15-35 Years,13,3,16
Bihar,Jamui,Leprosy Cured,35-60 Years,12,5,17
Bihar,Jamui,Leprosy Cured,60-80 Years,2,1,3
Jharkhand,Jamtara,Leprosy Cured,6-15 Years,1,0,1
Jharkhand,Jamtara,Leprosy Cured,15-35 Years,2,1,3
Jharkhand,Jamtara,Leprosy Cured,35-60 Years,2,2,4
Jharkhand,Jamtara,Leprosy Cured,60-80 Years,2,0,2
Gujarat,Jamnagar,Leprosy Cured,35-60 Years,3,0,3
Gujarat,Jamnagar,Leprosy Cured,60-80 Years,1,0,1
Jammu And Kashmir,Jammu,Leprosy Cured,15-35 Years,0,1,1
Jammu And Kashmir,Jammu,Leprosy Cured,35-60 Years,6,4,10
Jammu And Kashmir,Jammu,Leprosy Cured,60-80 Years,4,0,4
Rajasthan,Jalore,Leprosy Cured,6-15 Years,1,0,1
Rajasthan,Jalore,Leprosy Cured,15-35 Years,1,3,4
Rajasthan,Jalore,Leprosy Cured,35-60 Years,6,0,6
Rajasthan,Jalore,Leprosy Cured,60-80 Years,1,1,2
Maharashtra,Jalna,Leprosy Cured,35-60 Years,4,0,4
Maharashtra,Jalgaon,Leprosy Cured,15-35 Years,7,0,7
Maharashtra,Jalgaon,Leprosy Cured,35-60 Years,8,3,11
Maharashtra,Jalgaon,Leprosy Cured,60-80 Years,5,4,9
Uttar Pradesh,Jalaun,Leprosy Cured,15-35 Years,12,3,15
Uttar Pradesh,Jalaun,Leprosy Cured,35-60 Years,36,18,54
Uttar Pradesh,Jalaun,Leprosy Cured,60-80 Years,14,1,15
Uttar Pradesh,Jalaun,Leprosy Cured,80 Year and above,2,0,2
Punjab,Jalandhar,Leprosy Cured,15-35 Years,0,1,1
Punjab,Jalandhar,Leprosy Cured,35-60 Years,1,3,4
Punjab,Jalandhar,Leprosy Cured,60-80 Years,1,1,2
Odisha,Jajapur,Leprosy Cured,15-35 Years,1,0,1
Odisha,Jajapur,Leprosy Cured,35-60 Years,6,2,8
Odisha,Jajapur,Leprosy Cured,60-80 Years,10,2,12
Odisha,Jajapur,Leprosy Cured,80 Year and above,1,0,1
Rajasthan,Jaisalmer,Leprosy Cured,6-15 Years,0,1,1
Rajasthan,Jaisalmer,Leprosy Cured,15-35 Years,1,0,1
Rajasthan,Jaisalmer,Leprosy Cured,35-60 Years,1,0,1
Rajasthan,Jaipur,Leprosy Cured,0-6 Years,1,0,1
Rajasthan,Jaipur,Leprosy Cured,6-15 Years,1,1,2
Rajasthan,Jaipur,Leprosy Cured,15-35 Years,10,7,17
Rajasthan,Jaipur,Leprosy Cured,35-60 Years,47,48,95
Rajasthan,Jaipur,Leprosy Cured,60-80 Years,32,14,46
Rajasthan,Jaipur,Leprosy Cured,80 Year and above,3,5,8
Odisha,Jagatsinghapur,Leprosy Cured,35-60 Years,4,5,9
Odisha,Jagatsinghapur,Leprosy Cured,80 Year and above,0,1,1
Madhya Pradesh,Jabalpur,Leprosy Cured,6-15 Years,2,0,2
Madhya Pradesh,Jabalpur,Leprosy Cured,15-35 Years,5,8,13
Madhya Pradesh,Jabalpur,Leprosy Cured,35-60 Years,27,13,40
Madhya Pradesh,Jabalpur,Leprosy Cured,60-80 Years,6,2,8
Madhya Pradesh,Indore,Leprosy Cured,15-35 Years,4,4,8
Madhya Pradesh,Indore,Leprosy Cured,35-60 Years,30,32,62
Madhya Pradesh,Indore,Leprosy Cured,60-80 Years,50,54,104
Madhya Pradesh,Indore,Leprosy Cured,80 Year and above,5,5,10
Kerala,Idukki,Leprosy Cured,60-80 Years,0,1,1
Punjab,Hoshiarpur,Leprosy Cured,6-15 Years,1,0,1
Punjab,Hoshiarpur,Leprosy Cured,15-35 Years,9,3,12
Punjab,Hoshiarpur,Leprosy Cured,35-60 Years,25,23,48
Punjab,Hoshiarpur,Leprosy Cured,60-80 Years,11,1,12
Assam,Hojai,Leprosy Cured,0-6 Years,1,0,1
Haryana,Hisar,Leprosy Cured,15-35 Years,1,0,1
Haryana,Hisar,Leprosy Cured,60-80 Years,2,0,2
Maharashtra,Hingoli,Leprosy Cured,35-60 Years,2,1,3
Maharashtra,Hingoli,Leprosy Cured,60-80 Years,0,3,3
Jharkhand,Hazaribagh,Leprosy Cured,6-15 Years,2,2,4
Jharkhand,Hazaribagh,Leprosy Cured,15-35 Years,11,2,13
Jharkhand,Hazaribagh,Leprosy Cured,35-60 Years,11,4,15
Jharkhand,Hazaribagh,Leprosy Cured,60-80 Years,1,0,1
Karnataka,Haveri,Leprosy Cured,6-15 Years,1,0,1
Karnataka,Haveri,Leprosy Cured,35-60 Years,14,7,21
Karnataka,Haveri,Leprosy Cured,60-80 Years,7,1,8
Uttar Pradesh,Hathras,Leprosy Cured,15-35 Years,6,2,8
Uttar Pradesh,Hathras,Leprosy Cured,35-60 Years,5,0,5
Uttar Pradesh,Hathras,Leprosy Cured,60-80 Years,3,1,4
Uttar Pradesh,Hathras,Leprosy Cured,80 Year and above,0,1,1
Karnataka,Hassan,Leprosy Cured,15-35 Years,1,0,1
Karnataka,Hassan,Leprosy Cured,35-60 Years,4,1,5
Karnataka,Hassan,Leprosy Cured,60-80 Years,3,0,3
Karnataka,Hassan,Leprosy Cured,80 Year and above,1,0,1
Uttarakhand,Haridwar,Leprosy Cured,6-15 Years,1,0,1
Uttarakhand,Haridwar,Leprosy Cured,15-35 Years,19,17,36
Uttarakhand,Haridwar,Leprosy Cured,35-60 Years,78,60,138
Uttarakhand,Haridwar,Leprosy Cured,60-80 Years,30,15,45
Uttarakhand,Haridwar,Leprosy Cured,80 Year and above,1,1,2
Uttar Pradesh,Hardoi,Leprosy Cured,15-35 Years,40,12,52
Uttar Pradesh,Hardoi,Leprosy Cured,35-60 Years,101,34,135
Uttar Pradesh,Hardoi,Leprosy Cured,60-80 Years,57,9,66
Uttar Pradesh,Hardoi,Leprosy Cured,80 Year and above,1,1,2
Madhya Pradesh,Harda,Leprosy Cured,15-35 Years,0,5,5
Madhya Pradesh,Harda,Leprosy Cured,35-60 Years,6,3,9
Madhya Pradesh,Harda,Leprosy Cured,60-80 Years,1,0,1
Uttar Pradesh,Hapur,Leprosy Cured,15-35 Years,4,2,6
Uttar Pradesh,Hapur,Leprosy Cured,35-60 Years,9,4,13
Uttar Pradesh,Hapur,Leprosy Cured,60-80 Years,5,1,6
Uttar Pradesh,Hapur,Leprosy Cured,80 Year and above,1,0,1
Rajasthan,Hanumangarh,Leprosy Cured,6-15 Years,0,1,1
Rajasthan,Hanumangarh,Leprosy Cured,15-35 Years,0,1,1
Rajasthan,Hanumangarh,Leprosy Cured,35-60 Years,2,0,2
Rajasthan,Hanumangarh,Leprosy Cured,60-80 Years,1,2,3
Himachal Pradesh,Hamirpur,Leprosy Cured,35-60 Years,3,2,5
Himachal Pradesh,Hamirpur,Leprosy Cured,60-80 Years,1,0,1
Uttar Pradesh,Hamirpur,Leprosy Cured,15-35 Years,9,3,12
Uttar Pradesh,Hamirpur,Leprosy Cured,35-60 Years,41,20,61
Uttar Pradesh,Hamirpur,Leprosy Cured,60-80 Years,46,10,56
Uttar Pradesh,Hamirpur,Leprosy Cured,80 Year and above,3,0,3
Sikkim,Gyalshing,Leprosy Cured,80 Year and above,1,0,1
Madhya Pradesh,Gwalior,Leprosy Cured,15-35 Years,6,1,7
Madhya Pradesh,Gwalior,Leprosy Cured,35-60 Years,4,4,8
Madhya Pradesh,Gwalior,Leprosy Cured,60-80 Years,2,0,2
Punjab,Gurdaspur,Leprosy Cured,15-35 Years,1,0,1
Punjab,Gurdaspur,Leprosy Cured,35-60 Years,20,15,35
Punjab,Gurdaspur,Leprosy Cured,60-80 Years,12,8,20
Punjab,Gurdaspur,Leprosy Cured,80 Year and above,1,3,4
Andhra Pradesh,Guntur,Leprosy Cured,15-35 Years,3,0,3
Andhra Pradesh,Guntur,Leprosy Cured,35-60 Years,1,1,2
Madhya Pradesh,Guna,Leprosy Cured,15-35 Years,0,1,1
Madhya Pradesh,Guna,Leprosy Cured,35-60 Years,3,3,6
Madhya Pradesh,Guna,Leprosy Cured,60-80 Years,1,0,1
Jharkhand,Gumla,Leprosy Cured,6-15 Years,3,1,4
Jharkhand,Gumla,Leprosy Cured,15-35 Years,9,10,19
Jharkhand,Gumla,Leprosy Cured,35-60 Years,19,9,28
Jharkhand,Gumla,Leprosy Cured,60-80 Years,7,2,9
Jharkhand,Gumla,Leprosy Cured,80 Year and above,1,0,1
Uttar Pradesh,Gorakhpur,Leprosy Cured,6-15 Years,9,1,10
Uttar Pradesh,Gorakhpur,Leprosy Cured,15-35 Years,71,22,93
Uttar Pradesh,Gorakhpur,Leprosy Cured,35-60 Years,157,46,203
Uttar Pradesh,Gorakhpur,Leprosy Cured,60-80 Years,80,22,102
Uttar Pradesh,Gorakhpur,Leprosy Cured,80 Year and above,1,0,1
Bihar,Gopalganj,Leprosy Cured,6-15 Years,1,1,2
Bihar,Gopalganj,Leprosy Cured,15-35 Years,23,13,36
Bihar,Gopalganj,Leprosy Cured,35-60 Years,52,14,66
Bihar,Gopalganj,Leprosy Cured,60-80 Years,25,2,27
Maharashtra,Gondia,Leprosy Cured,0-6 Years,0,1,1
Maharashtra,Gondia,Leprosy Cured,15-35 Years,3,1,4
Maharashtra,Gondia,Leprosy Cured,35-60 Years,8,6,14
Maharashtra,Gondia,Leprosy Cured,60-80 Years,3,1,4
Uttar Pradesh,Gonda,Leprosy Cured,6-15 Years,4,4,8
Uttar Pradesh,Gonda,Leprosy Cured,15-35 Years,33,8,41
Uttar Pradesh,Gonda,Leprosy Cured,35-60 Years,54,18,72
Uttar Pradesh,Gonda,Leprosy Cured,60-80 Years,28,4,32
Uttar Pradesh,Gonda,Leprosy Cured,80 Year and above,0,1,1
Assam,Golaghat,Leprosy Cured,6-15 Years,0,1,1
Assam,Golaghat,Leprosy Cured,15-35 Years,1,0,1
Assam,Golaghat,Leprosy Cured,35-60 Years,2,1,3
Assam,Golaghat,Leprosy Cured,60-80 Years,1,0,1
Jharkhand,Godda,Leprosy Cured,6-15 Years,1,2,3
Jharkhand,Godda,Leprosy Cured,15-35 Years,28,15,43
Jharkhand,Godda,Leprosy Cured,35-60 Years,17,7,24
Jharkhand,Godda,Leprosy Cured,60-80 Years,15,2,17
Jharkhand,Godda,Leprosy Cured,80 Year and above,1,2,3
Assam,Goalpara,Leprosy Cured,15-35 Years,1,2,3
Assam,Goalpara,Leprosy Cured,35-60 Years,1,1,2
Jharkhand,Giridih,Leprosy Cured,6-15 Years,3,2,5
Jharkhand,Giridih,Leprosy Cured,15-35 Years,21,3,24
Jharkhand,Giridih,Leprosy Cured,35-60 Years,19,12,31
Jharkhand,Giridih,Leprosy Cured,60-80 Years,10,1,11
Jharkhand,Giridih,Leprosy Cured,80 Year and above,1,0,1
Gujarat,Gir Somnath,Leprosy Cured,15-35 Years,2,0,2
Gujarat,Gir Somnath,Leprosy Cured,35-60 Years,0,1,1
Uttar Pradesh,Ghazipur,Leprosy Cured,15-35 Years,33,9,42
Uttar Pradesh,Ghazipur,Leprosy Cured,35-60 Years,132,21,153
Uttar Pradesh,Ghazipur,Leprosy Cured,60-80 Years,73,11,84
Uttar Pradesh,Ghazipur,Leprosy Cured,80 Year and above,4,1,5
Uttar Pradesh,Ghaziabad,Leprosy Cured,15-35 Years,17,7,24
Uttar Pradesh,Ghaziabad,Leprosy Cured,35-60 Years,46,36,82
Uttar Pradesh,Ghaziabad,Leprosy Cured,60-80 Years,18,5,23
Uttar Pradesh,Ghaziabad,Leprosy Cured,80 Year and above,1,0,1
Bihar,Gaya,Leprosy Cured,6-15 Years,0,1,1
Bihar,Gaya,Leprosy Cured,15-35 Years,3,4,7
Bihar,Gaya,Leprosy Cured,35-60 Years,42,19,61
Bihar,Gaya,Leprosy Cured,60-80 Years,15,6,21
Bihar,Gaya,Leprosy Cured,80 Year and above,0,1,1
Uttar Pradesh,Gautam Buddha Nagar,Leprosy Cured,15-35 Years,3,3,6
Uttar Pradesh,Gautam Buddha Nagar,Leprosy Cured,35-60 Years,6,1,7
Uttar Pradesh,Gautam Buddha Nagar,Leprosy Cured,60-80 Years,1,0,1
Chhattisgarh,Gaurella Pendra Marwahi,Leprosy Cured,35-60 Years,0,1,1
Chhattisgarh,Gariyaband,Leprosy Cured,6-15 Years,0,1,1
Chhattisgarh,Gariyaband,Leprosy Cured,15-35 Years,2,0,2
Chhattisgarh,Gariyaband,Leprosy Cured,35-60 Years,5,2,7
Chhattisgarh,Gariyaband,Leprosy Cured,60-80 Years,1,0,1
Jharkhand,Garhwa,Leprosy Cured,0-6 Years,1,0,1
Jharkhand,Garhwa,Leprosy Cured,6-15 Years,2,2,4
Jharkhand,Garhwa,Leprosy Cured,15-35 Years,3,5,8
Jharkhand,Garhwa,Leprosy Cured,35-60 Years,6,3,9
Jharkhand,Garhwa,Leprosy Cured,60-80 Years,1,0,1
Odisha,Ganjam,Leprosy Cured,15-35 Years,0,1,1
Odisha,Ganjam,Leprosy Cured,35-60 Years,11,6,17
Odisha,Ganjam,Leprosy Cured,60-80 Years,4,0,4
Odisha,Ganjam,Leprosy Cured,80 Year and above,1,0,1
Rajasthan,Ganganagar,Leprosy Cured,35-60 Years,1,0,1
Gujarat,Gandhinagar,Leprosy Cured,35-60 Years,1,1,2
Jammu And Kashmir,Ganderbal,Leprosy Cured,35-60 Years,1,0,1
Jammu And Kashmir,Ganderbal,Leprosy Cured,60-80 Years,1,0,1
Odisha,Gajapati,Leprosy Cured,0-6 Years,0,1,1
Odisha,Gajapati,Leprosy Cured,35-60 Years,4,3,7
Odisha,Gajapati,Leprosy Cured,60-80 Years,2,4,6
Odisha,Gajapati,Leprosy Cured,80 Year and above,0,1,1
Maharashtra,Gadchiroli,Leprosy Cured,6-15 Years,1,0,1
Maharashtra,Gadchiroli,Leprosy Cured,15-35 Years,10,2,12
Maharashtra,Gadchiroli,Leprosy Cured,35-60 Years,15,8,23
Maharashtra,Gadchiroli,Leprosy Cured,60-80 Years,12,5,17
Maharashtra,Gadchiroli,Leprosy Cured,80 Year and above,2,0,2
Karnataka,Gadag,Leprosy Cured,15-35 Years,1,2,3
Karnataka,Gadag,Leprosy Cured,35-60 Years,11,4,15
Karnataka,Gadag,Leprosy Cured,60-80 Years,7,4,11
Karnataka,Gadag,Leprosy Cured,80 Year and above,1,0,1
Uttar Pradesh,Firozabad,Leprosy Cured,6-15 Years,1,0,1
Uttar Pradesh,Firozabad,Leprosy Cured,15-35 Years,15,13,28
Uttar Pradesh,Firozabad,Leprosy Cured,35-60 Years,38,22,60
Uttar Pradesh,Firozabad,Leprosy Cured,60-80 Years,4,2,6
Uttar Pradesh,Firozabad,Leprosy Cured,80 Year and above,0,1,1
Punjab,Ferozepur,Leprosy Cured,15-35 Years,2,0,2
Punjab,Ferozepur,Leprosy Cured,35-60 Years,19,2,21
Punjab,Ferozepur,Leprosy Cured,60-80 Years,4,1,5
Punjab,Fazilka,Leprosy Cured,15-35 Years,3,1,4
Punjab,Fazilka,Leprosy Cured,35-60 Years,1,0,1
Uttar Pradesh,Fatehpur,Leprosy Cured,0-6 Years,1,0,1
Uttar Pradesh,Fatehpur,Leprosy Cured,6-15 Years,3,1,4
Uttar Pradesh,Fatehpur,Leprosy Cured,15-35 Years,30,15,45
Uttar Pradesh,Fatehpur,Leprosy Cured,35-60 Years,75,25,100
Uttar Pradesh,Fatehpur,Leprosy Cured,60-80 Years,58,15,73
Uttar Pradesh,Fatehpur,Leprosy Cured,80 Year and above,1,1,2
Punjab,Fatehgarh Sahib,Leprosy Cured,15-35 Years,2,0,2
Punjab,Fatehgarh Sahib,Leprosy Cured,35-60 Years,3,2,5
Punjab,Fatehgarh Sahib,Leprosy Cured,60-80 Years,0,2,2
Haryana,Fatehabad,Leprosy Cured,15-35 Years,5,2,7
Haryana,Fatehabad,Leprosy Cured,35-60 Years,6,2,8
Uttar Pradesh,Farrukhabad,Leprosy Cured,6-15 Years,1,0,1
Uttar Pradesh,Farrukhabad,Leprosy Cured,15-35 Years,17,8,25
Uttar Pradesh,Farrukhabad,Leprosy Cured,35-60 Years,34,5,39
Uttar Pradesh,Farrukhabad,Leprosy Cured,60-80 Years,10,6,16
Uttar Pradesh,Farrukhabad,Leprosy Cured,80 Year and above,1,0,1
Punjab,Faridkot,Leprosy Cured,15-35 Years,1,0,1
Punjab,Faridkot,Leprosy Cured,35-60 Years,11,2,13
Punjab,Faridkot,Leprosy Cured,60-80 Years,5,2,7
Haryana,Faridabad,Leprosy Cured,15-35 Years,1,0,1
Haryana,Faridabad,Leprosy Cured,35-60 Years,2,0,2
Uttar Pradesh,Etawah,Leprosy Cured,15-35 Years,11,5,16
Uttar Pradesh,Etawah,Leprosy Cured,35-60 Years,25,2,27
Uttar Pradesh,Etawah,Leprosy Cured,60-80 Years,11,3,14
Uttar Pradesh,Etah,Leprosy Cured,15-35 Years,9,3,12
Uttar Pradesh,Etah,Leprosy Cured,35-60 Years,11,5,16
Uttar Pradesh,Etah,Leprosy Cured,60-80 Years,8,3,11
Tamil Nadu,Erode,Leprosy Cured,15-35 Years,5,1,6
Tamil Nadu,Erode,Leprosy Cured,35-60 Years,82,59,141
Tamil Nadu,Erode,Leprosy Cured,60-80 Years,141,67,208
Tamil Nadu,Erode,Leprosy Cured,80 Year and above,23,5,28
Jharkhand,East Singhbum,Leprosy Cured,6-15 Years,3,0,3
Jharkhand,East Singhbum,Leprosy Cured,15-35 Years,26,21,47
Jharkhand,East Singhbum,Leprosy Cured,35-60 Years,81,90,171
Jharkhand,East Singhbum,Leprosy Cured,60-80 Years,76,101,177
Jharkhand,East Singhbum,Leprosy Cured,80 Year and above,4,12,16
Madhya Pradesh,East Nimar,Leprosy Cured,15-35 Years,3,2,5
Madhya Pradesh,East Nimar,Leprosy Cured,35-60 Years,9,4,13
Madhya Pradesh,East Nimar,Leprosy Cured,60-80 Years,0,1,1
Delhi,East,Leprosy Cured,15-35 Years,0,1,1
Delhi,East,Leprosy Cured,35-60 Years,2,2,4
Delhi,East,Leprosy Cured,60-80 Years,1,0,1
Chhattisgarh,Durg,Leprosy Cured,6-15 Years,1,0,1
Chhattisgarh,Durg,Leprosy Cured,15-35 Years,4,5,9
Chhattisgarh,Durg,Leprosy Cured,35-60 Years,12,7,19
Chhattisgarh,Durg,Leprosy Cured,60-80 Years,6,10,16
Chhattisgarh,Durg,Leprosy Cured,80 Year and above,0,1,1
Rajasthan,Dungarpur,Leprosy Cured,35-60 Years,1,1,2
Rajasthan,Dungarpur,Leprosy Cured,60-80 Years,1,0,1
Rajasthan,Dungarpur,Leprosy Cured,80 Year and above,1,0,1
Jharkhand,Dumka,Leprosy Cured,0-6 Years,0,1,1
Jharkhand,Dumka,Leprosy Cured,6-15 Years,0,4,4
Jharkhand,Dumka,Leprosy Cured,15-35 Years,4,1,5
Jharkhand,Dumka,Leprosy Cured,35-60 Years,5,1,6
Jharkhand,Dumka,Leprosy Cured,60-80 Years,0,1,1
Gujarat,Dohad,Leprosy Cured,15-35 Years,1,0,1
Jammu And Kashmir,Doda,Leprosy Cured,6-15 Years,2,0,2
Jammu And Kashmir,Doda,Leprosy Cured,15-35 Years,3,1,4
Jammu And Kashmir,Doda,Leprosy Cured,35-60 Years,5,3,8
Jammu And Kashmir,Doda,Leprosy Cured,60-80 Years,3,0,3
Madhya Pradesh,Dindori,Leprosy Cured,15-35 Years,3,5,8
Madhya Pradesh,Dindori,Leprosy Cured,35-60 Years,10,4,14
Madhya Pradesh,Dindori,Leprosy Cured,60-80 Years,2,0,2
Tamil Nadu,Dindigul,Leprosy Cured,15-35 Years,5,2,7
Tamil Nadu,Dindigul,Leprosy Cured,35-60 Years,89,44,133
Tamil Nadu,Dindigul,Leprosy Cured,60-80 Years,199,86,285
Tamil Nadu,Dindigul,Leprosy Cured,80 Year and above,19,6,25
Assam,Dibrugarh,Leprosy Cured,35-60 Years,1,0,1
Maharashtra,Dhule,Leprosy Cured,15-35 Years,1,0,1
Maharashtra,Dhule,Leprosy Cured,35-60 Years,0,2,2
Maharashtra,Dhule,Leprosy Cured,60-80 Years,3,1,4
Rajasthan,Dholpur,Leprosy Cured,35-60 Years,1,0,1
Odisha,Dhenkanal,Leprosy Cured,6-15 Years,2,1,3
Odisha,Dhenkanal,Leprosy Cured,15-35 Years,11,1,12
Odisha,Dhenkanal,Leprosy Cured,35-60 Years,34,21,55
Odisha,Dhenkanal,Leprosy Cured,60-80 Years,20,5,25
Odisha,Dhenkanal,Leprosy Cured,80 Year and above,1,0,1
Assam,Dhemaji,Leprosy Cured,35-60 Years,1,0,1
Karnataka,Dharwad,Leprosy Cured,15-35 Years,3,0,3
Karnataka,Dharwad,Leprosy Cured,35-60 Years,5,2,7
Karnataka,Dharwad,Leprosy Cured,60-80 Years,3,2,5
Tamil Nadu,Dharmapuri,Leprosy Cured,6-15 Years,0,1,1
Tamil Nadu,Dharmapuri,Leprosy Cured,15-35 Years,9,0,9
Tamil Nadu,Dharmapuri,Leprosy Cured,35-60 Years,51,30,81
Tamil Nadu,Dharmapuri,Leprosy Cured,60-80 Years,76,28,104
Tamil Nadu,Dharmapuri,Leprosy Cured,80 Year and above,6,3,9
Madhya Pradesh,Dhar,Leprosy Cured,6-15 Years,0,1,1
Madhya Pradesh,Dhar,Leprosy Cured,15-35 Years,10,9,19
Madhya Pradesh,Dhar,Leprosy Cured,35-60 Years,29,48,77
Madhya Pradesh,Dhar,Leprosy Cured,60-80 Years,8,8,16
Madhya Pradesh,Dhar,Leprosy Cured,80 Year and above,0,1,1
Jharkhand,Dhanbad,Leprosy Cured,6-15 Years,1,2,3
Jharkhand,Dhanbad,Leprosy Cured,15-35 Years,20,9,29
Jharkhand,Dhanbad,Leprosy Cured,35-60 Years,36,28,64
Jharkhand,Dhanbad,Leprosy Cured,60-80 Years,13,21,34
Jharkhand,Dhanbad,Leprosy Cured,80 Year and above,1,0,1
Chhattisgarh,Dhamtari,Leprosy Cured,15-35 Years,0,1,1
Chhattisgarh,Dhamtari,Leprosy Cured,35-60 Years,1,0,1
Tripura,Dhalai,Leprosy Cured,35-60 Years,1,0,1
Madhya Pradesh,Dewas,Leprosy Cured,6-15 Years,1,0,1
Madhya Pradesh,Dewas,Leprosy Cured,15-35 Years,5,4,9
Madhya Pradesh,Dewas,Leprosy Cured,35-60 Years,10,1,11
Madhya Pradesh,Dewas,Leprosy Cured,80 Year and above,0,1,1
Gujarat,Devbhumi Dwarka,Leprosy Cured,35-60 Years,1,0,1
Uttar Pradesh,Deoria,Leprosy Cured,6-15 Years,2,1,3
Uttar Pradesh,Deoria,Leprosy Cured,15-35 Years,64,27,91
Uttar Pradesh,Deoria,Leprosy Cured,35-60 Years,187,40,227
Uttar Pradesh,Deoria,Leprosy Cured,60-80 Years,90,16,106
Uttar Pradesh,Deoria,Leprosy Cured,80 Year and above,4,3,7
Jharkhand,Deoghar,Leprosy Cured,6-15 Years,4,1,5
Jharkhand,Deoghar,Leprosy Cured,15-35 Years,9,6,15
Jharkhand,Deoghar,Leprosy Cured,35-60 Years,12,5,17
Jharkhand,Deoghar,Leprosy Cured,60-80 Years,6,3,9
Jharkhand,Deoghar,Leprosy Cured,80 Year and above,1,0,1
Odisha,Deogarh,Leprosy Cured,15-35 Years,0,1,1
Odisha,Deogarh,Leprosy Cured,35-60 Years,8,5,13
Odisha,Deogarh,Leprosy Cured,60-80 Years,5,0,5
Uttarakhand,Dehradun,Leprosy Cured,6-15 Years,1,0,1
Uttarakhand,Dehradun,Leprosy Cured,35-60 Years,5,5,10
Uttarakhand,Dehradun,Leprosy Cured,60-80 Years,0,9,9
Karnataka,Davangere,Leprosy Cured,6-15 Years,1,0,1
Karnataka,Davangere,Leprosy Cured,15-35 Years,2,0,2
Karnataka,Davangere,Leprosy Cured,35-60 Years,7,0,7
Karnataka,Davangere,Leprosy Cured,60-80 Years,3,1,4
Rajasthan,Dausa,Leprosy Cured,6-15 Years,0,2,2
Rajasthan,Dausa,Leprosy Cured,15-35 Years,8,20,28
Rajasthan,Dausa,Leprosy Cured,35-60 Years,4,3,7
Madhya Pradesh,Datia,Leprosy Cured,6-15 Years,1,0,1
Madhya Pradesh,Datia,Leprosy Cured,15-35 Years,0,3,3
Madhya Pradesh,Datia,Leprosy Cured,35-60 Years,1,1,2
Madhya Pradesh,Datia,Leprosy Cured,60-80 Years,1,0,1
Assam,Darrang,Leprosy Cured,15-35 Years,4,1,5
Assam,Darrang,Leprosy Cured,60-80 Years,1,0,1
Bihar,Darbhanga,Leprosy Cured,6-15 Years,4,5,9
Bihar,Darbhanga,Leprosy Cured,15-35 Years,56,54,110
Bihar,Darbhanga,Leprosy Cured,35-60 Years,87,55,142
Bihar,Darbhanga,Leprosy Cured,60-80 Years,48,12,60
Bihar,Darbhanga,Leprosy Cured,80 Year and above,4,1,5
Chhattisgarh,Dantewada,Leprosy Cured,15-35 Years,1,0,1
Chhattisgarh,Dantewada,Leprosy Cured,35-60 Years,1,0,1
Gujarat,Dang,Leprosy Cured,35-60 Years,1,0,1
Madhya Pradesh,Damoh,Leprosy Cured,15-35 Years,24,5,29
Madhya Pradesh,Damoh,Leprosy Cured,35-60 Years,28,8,36
Madhya Pradesh,Damoh,Leprosy Cured,60-80 Years,1,9,10
Karnataka,Dakshina Kannada,Leprosy Cured,35-60 Years,7,4,11
Karnataka,Dakshina Kannada,Leprosy Cured,60-80 Years,3,5,8
Karnataka,Dakshina Kannada,Leprosy Cured,80 Year and above,0,4,4
Dadra Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,Leprosy Cured,60-80 Years,1,0,1
Odisha,Cuttack,Leprosy Cured,0-6 Years,0,1,1
Odisha,Cuttack,Leprosy Cured,6-15 Years,6,2,8
Odisha,Cuttack,Leprosy Cured,15-35 Years,16,12,28
Odisha,Cuttack,Leprosy Cured,35-60 Years,115,118,233
Odisha,Cuttack,Leprosy Cured,60-80 Years,145,115,260
Odisha,Cuttack,Leprosy Cured,80 Year and above,23,12,35
Tamil Nadu,Cuddalore,Leprosy Cured,15-35 Years,3,1,4
Tamil Nadu,Cuddalore,Leprosy Cured,35-60 Years,14,9,23
Tamil Nadu,Cuddalore,Leprosy Cured,60-80 Years,29,8,37
Tamil Nadu,Cuddalore,Leprosy Cured,80 Year and above,2,0,2
Tamil Nadu,Coimbatore,Leprosy Cured,15-35 Years,3,0,3
Tamil Nadu,Coimbatore,Leprosy Cured,35-60 Years,10,13,23
Tamil Nadu,Coimbatore,Leprosy Cured,60-80 Years,12,13,25
Tamil Nadu,Coimbatore,Leprosy Cured,80 Year and above,5,0,5
Rajasthan,Chittorgarh,Leprosy Cured,15-35 Years,1,1,2
Rajasthan,Chittorgarh,Leprosy Cured,35-60 Years,3,2,5
Rajasthan,Chittorgarh,Leprosy Cured,60-80 Years,1,1,2
